LotFrontage,LotArea,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,2ndFlrSF,LowQualFinSF,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,YrSold,SalePrice,MSZoning,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,SaleType,SaleCondition,MSSubClass,OverallQual,OverallCond,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,MoSold
69.0,7590,288.0,540,0,324,936,0,0,168,0,0,0,0,0,2007,169500,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Attchd,RFn,TA,TA,Y,WD,Normal,60,5,5,0,0,2,0,4,1,8,1,1,7
60.0,8967,0.0,0,0,961,0,0,0,0,0,0,0,0,0,2007,67000,RM,Pave,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,Fa,BrkTil,Fa,Po,No,Unf,Unf,GasA,Gd,Y,Mix,TA,Maj2,Detchd,Unf,Po,Po,N,WD,Abnorml,30,5,2,0,0,1,0,2,1,6,0,1,11
65.0,8125,100.0,812,0,280,438,0,0,168,0,0,0,0,0,2009,241000,FV,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,CemntBd,CmentBd,Stone,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Y,WD,Normal,60,7,5,1,0,2,0,2,1,7,0,2,10
38.0,14963,0.0,786,0,474,0,0,120,30,0,0,224,0,0,2008,245500,RL,Pave,IR2,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,Gable,CompShg,BrkFace,BrkFace,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Attchd,Fin,TA,TA,Y,WD,Normal,120,8,5,1,0,1,1,1,1,4,2,2,12
65.0,8767,0.0,24,0,1286,0,0,0,0,0,0,0,0,0,2006,164990,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Y,New,Partial,20,7,5,0,0,2,0,3,1,6,1,2,7
60.0,10200,0.0,0,0,672,0,0,168,0,0,0,0,0,0,2008,108000,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,N,WD,Normal,30,5,8,0,0,1,0,2,1,4,0,1,8
93.0,12090,650.0,0,0,1141,1098,0,144,123,0,0,0,0,0,2006,258000,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,BuiltIn,Fin,TA,TA,Y,WD,Abnorml,60,8,5,0,0,2,1,4,1,10,1,2,7
,10364,0.0,0,0,806,766,0,0,40,0,0,0,0,0,2007,168000,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,BuiltIn,Fin,TA,TA,Y,WD,Normal,60,6,5,0,0,2,1,3,1,7,1,2,5
,9991,0.0,1116,0,165,0,0,120,78,0,0,0,0,0,2009,150000,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,Ex,Y,SBrkr,TA,Min1,Attchd,Unf,TA,TA,Y,WD,Normal,20,4,4,1,0,2,0,3,1,8,1,2,6
51.0,10480,0.0,0,0,1064,0,473,0,0,0,0,0,0,0,2008,115000,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Ex,Y,FuseA,TA,Maj2,Detchd,Unf,TA,TA,Y,WD,Normal,50,6,5,0,0,1,0,3,1,6,0,1,3
63.0,15576,0.0,0,0,840,840,0,0,0,160,0,0,0,0,2008,177000,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Plywood,None,TA,TA,BrkTil,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Attchd,Unf,TA,TA,Y,WD,Normal,70,6,7,0,0,2,0,4,1,8,0,1,3
109.0,14154,350.0,0,0,1063,1101,0,192,62,0,0,0,0,0,2007,280000,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,Gd,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,New,Partial,60,7,5,0,0,2,1,3,1,9,1,3,8
85.0,10800,100.0,789,0,245,1028,0,0,102,0,0,0,0,0,2008,339750,FV,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Attchd,Fin,TA,TA,Y,New,Partial,60,8,5,1,0,2,1,3,1,8,1,3,4
68.0,9571,0.0,0,0,1276,0,0,0,0,0,0,0,0,0,2009,60000,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,BrkComm,Brk Cmn,None,TA,Fa,CBlock,TA,Fa,No,Unf,Unf,GasA,TA,Y,FuseA,TA,Mod,Attchd,Unf,TA,TA,Y,COD,Abnorml,20,5,3,0,0,1,0,3,1,5,0,1,6
100.0,34650,0.0,1056,0,0,0,0,264,0,0,0,0,0,0,2006,145000,RL,Pave,Reg,Bnk,AllPub,Inside,Gtl,Gilbert,Norm,Norm,2fmCon,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,Mn,Rec,Unf,GasA,TA,N,SBrkr,TA,Typ,Attchd,Fin,TA,TA,Y,WD,Normal,190,5,5,1,0,1,0,3,1,5,0,2,1
,4403,432.0,578,0,892,0,0,0,144,0,0,0,0,0,2010,222000,FV,Pave,IR2,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,Stone,Ex,TA,PConc,Ex,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Y,New,Partial,20,7,5,1,0,2,1,2,1,7,1,2,6
56.0,8960,0.0,0,0,1008,0,0,0,0,130,0,0,0,0,2010,115000,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,Gable,CompShg,WdShing,Wd Shng,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Gd,Y,FuseA,TA,Typ,Detchd,Unf,TA,TA,Y,WD,Normal,30,5,6,0,0,1,0,2,1,5,1,2,3
59.0,11228,0.0,50,531,499,1017,0,196,187,0,0,0,0,0,2008,228000,RL,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,BLQ,GLQ,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,Unf,TA,TA,Y,WD,Normal,60,7,5,0,1,2,1,3,1,9,1,3,12
73.0,8899,0.0,24,0,1316,0,0,100,30,0,0,0,0,0,2007,181134,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Y,New,Partial,20,7,5,0,0,2,0,3,1,6,0,2,8
74.0,7844,203.0,209,0,463,728,0,0,0,0,0,0,0,0,2006,149500,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,2Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Attchd,Fin,TA,TA,Y,WD,Normal,60,6,7,0,0,1,1,3,1,6,1,2,3
86.0,22420,0.0,1128,0,242,1254,0,0,0,0,0,0,0,0,2007,239000,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Feedr,Norm,1Fam,2Story,Hip,CompShg,Wd Sdng,Stucco,None,TA,TA,BrkTil,Gd,TA,No,BLQ,Unf,GasW,TA,N,FuseA,TA,Typ,Detchd,Unf,TA,TA,N,WD,Normal,70,6,6,1,0,2,1,4,1,10,1,3,11
60.0,8160,0.0,312,0,444,378,0,0,0,0,0,0,0,0,2007,126000,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,TA,No,ALQ,Unf,GasA,Fa,N,FuseF,TA,Typ,Detchd,Unf,TA,TA,P,WD,AdjLand,50,5,6,1,0,1,1,3,1,7,0,1,4
65.0,8450,0.0,775,0,281,0,0,0,85,184,0,0,0,0,2010,142000,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Attchd,Unf,TA,TA,Y,WD,Normal,20,5,6,1,0,1,0,3,1,6,1,1,7
78.0,7060,200.0,1309,0,35,0,0,0,0,0,0,0,0,0,2008,206300,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,SFoyer,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,Gd,PConc,Gd,Gd,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Attchd,Fin,TA,TA,Y,WD,Alloca,90,7,5,2,0,2,0,2,2,8,0,4,11
,16635,126.0,1246,0,356,0,0,240,0,0,0,0,0,0,2009,215000,RL,Pave,IR1,Lvl,AllPub,FR2,Gtl,NWAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,CemntBd,CmentBd,Stone,Gd,TA,CBlock,Gd,TA,No,ALQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Y,WD,Normal,20,6,7,0,1,2,0,3,1,8,1,2,6
100.0,21750,0.0,0,0,988,0,0,0,0,0,0,0,0,0,2008,113000,RL,Pave,Reg,HLS,AllPub,Inside,Mod,Mitchel,Artery,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Ex,Y,FuseA,TA,Typ,Attchd,RFn,TA,TA,N,WD,Normal,20,5,5,0,0,1,0,2,1,4,0,2,2
80.0,9200,473.0,986,0,484,1160,0,0,66,0,0,0,0,0,2008,315000,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Y,WD,Normal,60,8,5,1,0,2,1,4,1,8,1,3,6
72.0,9000,74.0,616,0,580,0,0,0,44,0,0,0,0,0,2008,139000,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,Gd,TA,No,LwQ,Unf,GasA,Gd,Y,FuseA,TA,Typ,Attchd,RFn,TA,TA,Y,WD,Normal,20,6,5,1,0,1,0,2,1,6,1,1,5
60.0,3378,0.0,0,0,651,682,0,0,0,126,0,0,0,0,2009,135000,RM,Pave,Reg,HLS,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,None,TA,Gd,CBlock,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,P,WD,Normal,60,7,8,0,0,1,1,3,1,6,2,1,9
,12800,145.0,1518,0,0,0,0,80,0,0,0,396,0,0,2009,275000,RL,Pave,Reg,Low,AllPub,Inside,Mod,SawyerW,Norm,Norm,1Fam,SLvl,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Y,WD,Normal,80,7,5,1,1,2,0,2,1,5,1,2,8
77.0,8593,0.0,288,0,619,0,0,0,0,0,0,0,0,0,2008,109008,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Y,WD,Normal,20,4,6,0,0,1,0,3,1,5,0,1,7
64.0,6762,108.0,664,0,544,0,0,105,54,0,0,0,0,0,2007,195400,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,New,Partial,20,7,5,1,0,2,0,2,1,6,0,2,9
130.0,11457,0.0,1005,0,387,0,0,0,0,169,0,0,0,0,2009,175000,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,Gd,TA,Mn,GLQ,Unf,GasA,TA,Y,SBrkr,Gd,Typ,Attchd,Unf,TA,TA,Y,WD,Normal,20,6,5,1,0,2,0,3,1,6,1,2,3
21.0,1680,232.0,387,0,96,504,0,0,0,0,0,0,0,0,2008,85400,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Y,COD,Abnorml,160,6,5,0,0,1,1,2,1,4,0,1,7
60.0,5586,0.0,0,0,901,110,0,0,98,0,0,0,0,0,2008,79900,RM,Pave,IR1,Bnk,AllPub,Inside,Gtl,OldTown,Feedr,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,,,,,N,ConLD,Abnorml,50,6,7,0,0,1,0,4,1,7,0,0,9
24.0,1920,376.0,471,0,294,600,0,240,36,0,0,0,0,0,2007,122500,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Min1,Detchd,Unf,TA,TA,Y,WD,Normal,160,5,5,1,0,1,1,2,1,6,0,2,8
100.0,10839,0.0,0,0,926,678,0,0,36,0,0,0,0,0,2008,181000,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Attchd,Fin,TA,TA,Y,WD,Normal,60,6,5,0,0,2,1,3,1,7,1,2,7
21.0,1890,0.0,495,0,135,0,0,88,0,0,0,0,0,0,2008,81000,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,Gable,CompShg,CemntBd,CmentBd,None,TA,Gd,CBlock,Gd,TA,Av,ALQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,,,,,Y,WD,Normal,180,4,7,1,0,1,0,1,1,3,0,0,6
43.0,10667,0.0,385,344,70,834,0,158,61,0,0,0,0,0,2009,212000,RL,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,PosN,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,GLQ,ALQ,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,ConLw,Normal,60,7,6,1,0,2,1,3,1,6,1,2,4
40.0,4400,0.0,0,0,648,384,0,0,0,0,0,0,0,0,2006,116000,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Stucco,Stucco,None,TA,TA,BrkTil,Fa,TA,No,Unf,Unf,GasA,TA,Y,FuseA,TA,Typ,Detchd,Unf,TA,TA,Y,WD,Normal,50,6,8,0,0,1,0,2,1,6,0,2,10
50.0,6000,0.0,0,0,884,0,0,0,0,105,0,0,0,0,2009,119000,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,Gable,CompShg,Wd Sdng,Wd Sdng,None,Gd,TA,PConc,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Y,WD,Normal,45,6,7,0,0,1,0,2,1,4,0,1,1
40.0,4280,0.0,365,0,75,0,0,0,0,34,0,0,0,0,2007,90350,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,Gable,CompShg,WdShing,Stucco,None,TA,TA,PConc,TA,TA,No,LwQ,Unf,GasA,TA,N,SBrkr,Gd,Typ,Detchd,Unf,Gd,TA,P,WD,Normal,30,5,6,0,0,1,0,2,1,4,1,1,3
67.0,12354,0.0,0,0,684,512,0,0,46,0,0,0,0,800,2009,110000,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,Fa,Mn,Unf,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,Detchd,Unf,TA,TA,Y,ConLI,Normal,50,6,8,0,0,1,0,3,1,7,0,2,8
105.0,15431,200.0,1767,539,788,0,0,0,72,0,0,170,0,0,2009,555000,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,Stone,Ex,TA,PConc,Ex,TA,Gd,GLQ,ALQ,GasA,Ex,Y,SBrkr,Ex,Typ,Attchd,Fin,TA,TA,Y,WD,Normal,20,10,5,1,0,2,0,2,1,10,2,3,4
92.0,12108,270.0,133,0,1307,0,0,0,0,0,0,0,0,0,2008,118000,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,N,FuseF,Fa,Typ,,,,,Y,WD,Normal,90,4,4,0,0,2,0,4,2,8,0,0,9
52.0,6240,0.0,0,0,1078,445,0,0,0,0,0,0,0,0,2008,162900,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,P,WD,Normal,50,5,7,0,0,2,0,3,1,8,1,2,6
53.0,3922,72.0,0,0,1258,0,0,144,16,0,0,0,0,0,2007,172500,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,Gable,CompShg,WdShing,Wd Shng,BrkFace,Gd,TA,PConc,Ex,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Y,New,Partial,120,7,5,0,0,2,0,2,1,6,1,3,6
70.0,8750,0.0,642,0,273,975,0,144,133,0,0,0,0,0,2008,210000,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,Gd,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,Unf,TA,TA,Y,WD,Normal,60,7,5,1,0,2,1,4,1,8,1,2,7
73.0,9855,0.0,0,0,1436,0,0,0,0,0,0,0,0,0,2009,127500,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Fa,Y,SBrkr,TA,Typ,Attchd,Unf,TA,TA,Y,COD,Normal,20,6,5,0,0,1,0,3,1,7,1,2,11
137.0,16492,0.0,247,713,557,0,0,0,0,0,0,0,0,0,2010,190000,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,PosA,Norm,1Fam,1Story,Gable,CompShg,BrkFace,Plywood,None,Gd,TA,CBlock,TA,TA,No,ALQ,Rec,GasA,Ex,Y,SBrkr,Gd,Mod,Attchd,Fin,TA,TA,Y,WD,Normal,20,6,6,0,0,2,1,2,1,6,1,2,6
,11214,0.0,0,0,930,930,0,89,0,0,0,0,0,0,2006,199900,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Y,WD,Normal,60,7,5,0,0,2,1,4,1,10,1,2,7
50.0,8600,0.0,0,0,780,596,0,0,0,0,0,0,0,0,2006,119500,RM,Pave,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,N,WD,Normal,50,6,6,0,0,2,0,3,1,7,1,1,6
50.0,6000,0.0,331,0,318,504,0,0,176,0,0,0,0,0,2007,120000,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Y,WD,Normal,50,3,7,0,0,1,1,2,1,6,0,1,6
70.0,5684,0.0,0,0,813,0,0,0,113,0,0,0,0,0,2006,110000,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Ex,Y,FuseA,Gd,Typ,Detchd,Unf,Fa,Fa,N,WD,Normal,30,6,8,0,0,1,0,2,1,5,0,1,6
62.0,70761,0.0,655,0,878,0,0,200,54,0,0,0,0,0,2006,280000,RL,Pave,IR1,Low,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,Gable,WdShngl,Plywood,Plywood,None,TA,TA,CBlock,Gd,TA,Gd,ALQ,Unf,GasA,TA,Y,SBrkr,Gd,Typ,Attchd,Unf,TA,TA,Y,WD,Normal,20,7,5,1,0,2,0,2,1,5,2,2,12
,9303,42.0,742,0,130,868,0,144,122,0,0,0,0,0,2007,204000,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Attchd,Fin,TA,TA,Y,WD,Normal,60,6,5,1,0,2,1,3,1,7,0,2,7
75.0,9000,0.0,0,0,768,804,0,0,30,0,0,0,0,0,2009,210000,FV,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,WD,Normal,60,8,5,0,0,2,1,3,1,6,0,2,6
63.0,9297,0.0,1606,0,122,0,0,0,0,0,0,0,0,0,2006,188000,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1Story,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Y,WD,Family,90,5,5,2,0,2,0,4,2,8,0,2,7
80.0,9600,320.0,916,0,326,0,0,0,0,0,0,0,0,0,2007,175500,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,Fa,Y,SBrkr,TA,Typ,Attchd,Unf,TA,TA,Y,WD,Normal,20,7,6,0,0,1,1,3,1,6,1,2,9
34.0,4571,0.0,0,0,624,720,0,0,0,96,0,0,0,0,2008,98000,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,AsbShng,AsbShng,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Fa,N,SBrkr,TA,Typ,Detchd,Unf,Fa,Fa,Y,COD,Abnorml,70,5,5,0,0,1,0,4,1,7,0,3,5
